,Emoji,Emoji Sentiment,PA sentiment,PA polarity,PA subjectivity
15414,,,positive,0.5,0.7
15415,,,positive,0.37976190476190474,0.6061507936507936
15416,,,positive,0.13333333333333333,0.38055555555555554
15417,,,positive,0.08,0.26999999999999996
15418,,,neutral,0.0,0.0
15419,,,positive,0.4,1.0
15420,,,neutral,0.0,0.125
15421,,,positive,0.25,0.75
15422,,,positive,0.0888888888888889,0.4777777777777778
15423,,,positive,0.11666666666666665,0.15
15424,,,neutral,0.0,0.0
15425,,,positive,0.475,0.575
15426,,,positive,0.25,0.9
15427,,,neutral,0.0,0.0
15428,,,neutral,0.0,0.0
15429,,,positive,0.10666666666666666,0.2433333333333333
15430,,,positive,0.11875000000000002,0.61875
15431,,,neutral,0.0,0.0
15432,,,neutral,0.0,0.0
15433,,,positive,0.2333333333333333,0.5333333333333333
15434,,,positive,0.16,0.5399999999999999
15435,,,positive,0.425,0.525
15436,,,neutral,0.0,0.0
15437,,,positive,0.25,0.375
15438,,,neutral,0.0,0.0
15439,,,neutral,0.0,0.125
15440,,,positive,0.3166666666666667,0.43333333333333335
15441,,,positive,0.21212121212121213,0.3181818181818182
15442,,,positive,0.1787878787878788,0.7666666666666666
15443,,,negative,-0.12222222222222223,0.48888888888888893
15444,,,positive,0.4121212121212121,0.6181818181818182
15445,,,positive,0.0625,0.5
15446,,,positive,0.625,1.0
15447,,,positive,0.21666666666666665,0.5625
15448,,,neutral,0.0,0.0
15449,,,negative,-0.2,0.3
15450,,,positive,0.5,0.9
15451,,,neutral,0.0,0.0
15452,,,neutral,0.0,0.22083333333333333
15453,,,negative,-0.05,0.575
15454,,,positive,0.4,1.0
15455,,,neutral,0.0,0.0
15456,,,positive,0.053888888888888896,0.5077777777777779
15457,,,positive,0.34166666666666673,0.7166666666666667
15458,,,positive,0.11212121212121212,0.21818181818181817
15459,,,positive,0.5,0.8888888888888888
15460,,,neutral,0.0,0.06666666666666667
15461,,,positive,0.25684523809523807,0.7464285714285714
15462,,,negative,-0.06666666666666667,0.06666666666666667
15463,,,positive,0.31212121212121213,0.4166666666666667
15464,,,negative,-0.25,0.5
15465,,,positive,0.75,0.95
15466,,,positive,0.5,0.5
15467,,,positive,0.16666666666666666,0.6666666666666666
15468,,,positive,0.16666666666666666,0.3333333333333333
15469,,,neutral,0.0,0.0
15470,,,positive,0.012121212121212116,0.15151515151515152
15471,,,positive,0.13125,0.3875
15472,,,positive,0.45833333333333337,0.7000000000000001
15473,,,positive,0.2523809523809524,0.45714285714285713
15474,,,negative,-0.2,0.35
15475,,,positive,0.18333333333333332,0.21666666666666665
15476,,,neutral,0.0,0.0
15477,,,negative,-0.06666666666666667,0.39166666666666666
15478,,,positive,0.21904761904761907,0.5857142857142857
15479,,,negative,-0.25,0.3
15480,,,positive,0.2333333333333333,0.3666666666666667
15481,,,positive,0.7,0.9
15482,,,positive,0.25625,0.675
15483,,,positive,0.13636363636363635,0.45454545454545453
15484,,,positive,0.125,0.2916666666666667
15485,,,positive,0.03409090909090909,0.1959090909090909
15486,,,neutral,0.0,0.0
15487,,,positive,0.13636363636363635,0.45454545454545453
15488,,,neutral,0.0,0.0
15489,,,positive,0.4,0.335
15490,,,positive,0.375,0.5208333333333333
15491,,,positive,0.2590909090909091,0.6136363636363636
15492,,,neutral,0.0,0.0
15493,,,positive,0.23333333333333334,0.55
15494,,,neutral,0.0,0.26666666666666666
15495,,,positive,0.25,0.5
15496,,,positive,0.14666666666666667,0.4133333333333333
15497,,,neutral,0.0,0.0
15498,,,positive,0.25,0.5625
15499,,,positive,0.18333333333333335,0.8500000000000001
15500,,,positive,0.5555555555555556,0.8666666666666667
15501,,,positive,0.13636363636363635,0.5
15502,,,negative,-0.03666666666666667,0.3933333333333333
15503,,,positive,0.64375,0.8625
15504,,,positive,0.16,0.22000000000000003
15505,,,positive,0.25,0.36041666666666666
15506,,,positive,0.3333333333333333,0.6666666666666666
15507,,,positive,0.1875,0.9375
15508,,,positive,0.26666666666666666,0.3333333333333333
15509,,,neutral,0.0,0.0
15510,,,positive,0.6,0.5666666666666667
15511,,,neutral,0.0,0.75
15512,,,neutral,0.0,0.0
15513,,,positive,0.2,0.1
15514,,,positive,0.30476190476190473,0.630952380952381
15515,,,neutral,0.0,1.0
15516,,,positive,0.25,0.375
15517,,,negative,-0.26272727272727275,0.400909090909091
15518,,,negative,-0.06394230769230771,0.6528846153846154
15519,,,positive,0.7,0.8500000000000001
15520,,,positive,0.4,0.8
15521,,,positive,0.7,0.7
15522,,,neutral,0.0,0.0
15523,,,negative,-0.05,0.0
15524,,,neutral,0.0,0.0
15525,,,neutral,0.0,0.0
15526,,,neutral,0.0,0.0
15527,,,neutral,0.0,0.0
15528,,,neutral,0.0,0.0
15529,,,positive,0.27878787878787875,0.4515151515151515
15530,,,positive,0.1590909090909091,0.40827922077922074
15531,,,positive,0.17166666666666666,0.3333333333333333
15532,,,neutral,0.0,0.3
15533,,,neutral,0.0,0.0
15534,,,positive,0.5,0.9
15535,,,positive,0.5,0.5
15536,,,neutral,0.0,0.0
15537,,,positive,0.1,0.4
15538,,,neutral,0.0,0.0
15539,,,neutral,0.0,0.0
15540,,,neutral,0.0,0.5083333333333333
15541,,,positive,0.10714285714285714,0.3
15542,,,positive,0.13333333333333333,0.2555555555555556
15543,,,neutral,0.0,0.1
15544,,,positive,0.13333333333333336,0.45000000000000007
15545,,,neutral,0.0,0.125
15546,,,positive,0.06818181818181818,0.22727272727272727
15547,,,positive,0.5,0.5166666666666666
15548,,,positive,0.2,0.55
15549,,,neutral,0.0,0.75
15550,,,neutral,0.0,0.0
15551,,,positive,0.05,0.05
15552,,,neutral,0.0,0.0
15553,,,positive,0.16666666666666666,0.16666666666666666
15554,,,positive,0.625,0.725
15555,,,neutral,0.0,0.0
15556,,,neutral,0.0,0.0
15557,,,positive,0.20476190476190478,0.6476190476190476
15558,,,positive,0.15555555555555556,0.5333333333333333
15559,,,positive,0.5,0.5
15560,,,neutral,0.0,0.0
15561,,,neutral,0.0,0.0
15562,,,positive,0.25,0.25
15563,,,positive,0.1875,0.6875
15564,,,positive,0.30000000000000004,0.65
15565,,,negative,-0.2,0.3
15566,,,neutral,0.0,0.0
15567,,,positive,0.12083333333333335,0.4270833333333333
15568,,,positive,0.25,0.75
15569,,,positive,0.25684523809523807,0.7464285714285714
15570,,,neutral,0.0,0.0
15571,,,positive,0.25,0.25
15572,,,positive,0.1,0.525
15573,,,negative,-0.3125,1.0
15574,,,neutral,0.0,0.0
15575,,,neutral,0.0,0.0
15576,,,positive,0.18333333333333335,0.7250000000000001
15577,,,positive,0.2,0.2
15578,,,positive,0.4,0.5
15579,,,positive,0.48000000000000004,0.645
15580,,,neutral,0.0,0.35
15581,,,positive,0.1,0.3
15582,,,positive,0.5,0.5
15583,,,positive,0.25,0.25
15584,,,negative,-0.05,0.4
15585,,,positive,0.03333333333333333,0.13333333333333333
15586,,,positive,0.15,0.5666666666666667
15587,,,positive,0.0578125,0.27604166666666663
15588,,,positive,0.30000000000000004,0.65
15589,,,positive,0.30000000000000004,0.65
15590,,,positive,0.33012987012987016,0.49448051948051946
15591,,,neutral,0.0,0.0
15592,,,positive,0.2333333333333333,0.4666666666666666
15593,,,positive,0.15,0.5333333333333333
15594,,,negative,-0.3,0.4
15595,,,neutral,0.0,0.0
15596,,,positive,0.24285714285714285,0.3678571428571429
15597,,,neutral,0.0,0.0
15598,,,neutral,0.0,0.0
15599,,,neutral,0.0,0.125
15600,,,positive,0.04545454545454545,0.5848484848484848
15601,,,neutral,0.0,0.0
15602,,,positive,0.25,0.3333333333333333
15603,,,neutral,0.0,0.3
15604,,,positive,0.2833333333333333,0.65
15605,,,positive,1.0,0.3
15606,,,positive,0.007407407407407404,0.23564814814814816
15607,,,negative,-0.017708333333333333,0.65
15608,,,neutral,0.0,0.0
15609,,,neutral,0.0,0.0
15610,,,neutral,0.0,0.0
15611,,,positive,0.2,0.2
15612,,,positive,0.4375,0.55
15613,,,positive,0.5,0.48333333333333334
15614,,,positive,0.25,0.25
15615,,,positive,0.16666666666666666,0.25
15616,,,positive,0.21666666666666667,0.7583333333333333
15617,,,positive,0.2702380952380953,0.46071428571428574
15618,,,neutral,0.0,0.0
15619,,,negative,-0.1875,0.325
15620,,,positive,0.5,0.9
15621,,,neutral,0.0,0.06666666666666667
15622,,,negative,-0.03146853146853148,0.5720279720279721
15623,,,positive,0.325,0.39375
15624,,,positive,0.2125,0.4
15625,,,neutral,0.0,0.0
15626,,,neutral,0.0,0.0
15627,,,positive,0.2,0.2
15628,,,negative,-0.012499999999999997,0.2375
15629,,,positive,0.4431818181818182,0.7022727272727273
15630,,,positive,0.25,0.3125
15631,,,neutral,0.0,0.0
15632,,,neutral,0.0,0.0
15633,,,neutral,0.0,0.5625
15634,,,positive,0.18333333333333335,0.55
15635,,,positive,0.06666666666666667,0.10833333333333334
15636,,,positive,0.19999999999999998,0.3
15637,,,negative,-0.6,1.0
15638,,,neutral,0.0,0.0
15639,,,neutral,0.0,0.0
15640,,,positive,0.29333333333333333,0.68
15641,,,positive,0.35333333333333333,0.68
15642,,,neutral,0.0,0.25
15643,,,neutral,0.0,0.0
15644,,,neutral,0.0,0.0
15645,,,negative,-0.1875,0.325
15646,,,negative,-0.4,0.5625
15647,,,positive,0.17714285714285713,0.7071428571428571
15648,,,neutral,0.0,0.0
15649,,,positive,0.1875,0.9375
15650,,,positive,0.2666666666666667,0.5733333333333334
15651,,,negative,-0.09999999999999999,0.6
15652,,,neutral,0.0,0.0
15653,,,positive,0.5,0.31666666666666665
15654,,,positive,0.03333333333333333,0.06666666666666667
15655,,,positive,0.25,0.25
15656,,,negative,-0.028124999999999997,0.328125
15657,,,positive,0.2,0.2
15658,,,positive,0.3181818181818182,0.4772727272727273
15659,,,neutral,0.0,0.0
15660,,,positive,0.4,0.5
15661,,,neutral,0.0,0.0
15662,,,neutral,0.0,0.0
15663,,,neutral,0.0,0.0
15664,,,positive,0.30000000000000004,0.65
15665,,,positive,0.125,0.15
15666,,,positive,0.1,0.525
15667,,,positive,0.13214285714285715,0.3607142857142857
15668,,,positive,0.4,0.9
15669,,,positive,0.3666666666666667,0.7000000000000001
15670,,,negative,-0.43333333333333324,0.36666666666666664
15671,,,neutral,0.0,0.0
15672,,,neutral,0.0,0.0
15673,,,neutral,0.0,0.0
15674,,,neutral,0.0,0.0
15675,,,positive,0.3666666666666667,0.7000000000000001
15676,,,positive,0.4372727272727273,0.5709090909090909
15677,,,positive,0.1,0.1
15678,,,neutral,0.0,1.0
15679,,,neutral,0.0,0.0
15680,,,neutral,0.0,0.0
15681,,,positive,0.20416666666666666,0.6958333333333333
15682,,,negative,-0.023809523809523808,0.18928571428571428
15683,,,neutral,0.0,1.0
15684,,,positive,0.12,0.3633333333333333
15685,,,positive,0.31666666666666665,0.4000000000000001
15686,,,negative,-0.125,0.275
15687,,,neutral,0.0,0.0
15688,,,negative,-0.2,0.3
15689,,,negative,-0.1,0.15
15690,,,positive,0.125,0.5750000000000001
15691,,,neutral,0.0,0.0
15692,,,neutral,0.0,0.0
15693,,,neutral,0.0,0.0
15694,,,positive,0.13999999999999999,0.305
15695,,,neutral,0.0,0.0
15696,,,positive,0.1344155844155844,0.298051948051948
15697,,,negative,-0.14642857142857144,0.48571428571428577
15698,,,neutral,0.0,0.28571428571428575
15699,,,positive,0.19999999999999998,0.7999999999999999
15700,,,negative,-0.029999999999999985,0.5
15701,,,positive,0.04545454545454545,0.15151515151515152
15702,,,neutral,0.0,0.0
15703,,,positive,0.25,0.6833333333333332
15704,,,positive,0.13636363636363635,0.5
15705,,,positive,0.375,0.775
15706,,,neutral,0.0,0.0
15707,,,neutral,0.0,0.0
15708,,,neutral,0.0,0.0
15709,,,positive,0.3263888888888889,0.7388888888888889
15710,,,positive,0.75,0.95
15711,,,neutral,0.0,0.125
15712,,,negative,-0.07777777777777779,0.14444444444444446
15713,,,neutral,0.0,0.0
15714,,,positive,0.2916666666666667,0.4444444444444445
15715,,,neutral,0.0,0.2125
15716,,,negative,-0.043939393939393945,0.38409090909090904
15717,,,positive,0.2,0.30000000000000004
15718,,,neutral,0.0,0.55
15719,,,positive,0.13636363636363635,0.45454545454545453
15720,,,negative,-0.15000000000000002,0.65
15721,,,neutral,0.0,0.0
15722,,,negative,-0.1,0.1
15723,,,negative,-0.2,0.3
15724,,,positive,0.175,0.325
15725,,,positive,0.024999999999999994,0.4
15726,,,neutral,0.0,0.0
15727,,,positive,0.09999999999999999,0.6
15728,,,positive,0.2515151515151515,0.5772727272727273
15729,,,neutral,0.0,0.06666666666666667
15730,,,neutral,0.0,0.0
15731,,,positive,0.23333333333333334,0.55
15732,,,positive,0.125,0.2916666666666667
15733,,,negative,-0.39999999999999997,0.7083333333333334
15734,,,positive,0.15,0.2
15735,,,positive,0.125,0.2916666666666667
15736,,,positive,0.2556818181818182,0.6647727272727273
15737,,,neutral,0.0,0.0
15738,,,positive,0.20476190476190478,0.5031746031746032
15739,,,positive,0.2,0.5
15740,,,neutral,0.0,0.75
15741,,,positive,0.3333333333333333,0.5
15742,,,neutral,0.0,0.0
15743,,,positive,0.16666666666666666,0.3333333333333333
15744,,,positive,0.45833333333333337,0.7000000000000001
15745,,,positive,0.18333333333333335,0.8500000000000001
15746,,,neutral,0.0,0.0
15747,,,positive,0.075,0.45
15748,,,negative,-0.08806818181818182,0.5710227272727273
15749,,,positive,0.2681818181818182,0.6772727272727272
15750,,,negative,-0.05,0.575
15751,,,positive,0.1,0.3
15752,,,neutral,0.0,0.0
15753,,,positive,0.13333333333333336,0.3416666666666666
15754,,,positive,0.21666666666666665,0.36666666666666664
15755,,,neutral,0.0,0.0
15756,,,positive,0.3666666666666667,0.7000000000000001
15757,,,positive,0.2578125,0.640625
15758,,,positive,0.022222222222222216,0.3666666666666667
15759,,,positive,0.1,0.3
15760,,,positive,0.30000000000000004,0.65
15761,,,positive,0.1,0.8
15762,,,neutral,0.0,0.0
15763,,,neutral,0.0,0.0
15764,,,negative,-0.033333333333333326,0.5666666666666667
15765,,,neutral,0.0,0.125
15766,,,neutral,0.0,0.0
15767,,,negative,-0.02121212121212122,0.5848484848484848
15768,,,neutral,0.0,0.0
15769,,,positive,0.18333333333333335,0.41250000000000003
15770,,,positive,0.625,0.9
15771,,,neutral,0.0,0.0
15772,,,neutral,0.0,0.0
15773,,,positive,0.225,0.21666666666666667
15774,,,positive,0.08766233766233766,0.2564935064935065
15775,,,negative,-0.4,0.4
15776,,,neutral,0.0,0.39999999999999997
15777,,,neutral,0.0,0.0
15778,,,positive,0.125,0.2916666666666667
15779,,,positive,0.3666666666666667,0.7000000000000001
15780,,,neutral,0.0,0.0
15781,,,positive,0.3,0.1
15782,,,neutral,0.0,0.0
15783,,,neutral,0.0,0.0
15784,,,positive,0.13636363636363635,0.45454545454545453
15785,,,positive,0.19166666666666668,0.51875
15786,,,positive,0.16666666666666666,0.16666666666666666
15787,,,positive,0.18333333333333335,0.35000000000000003
15788,,,positive,0.2556818181818182,0.6647727272727273
15789,,,neutral,0.0,0.0
15790,,,positive,0.1,0.4
15791,,,positive,0.075,0.45
15792,,,neutral,0.0,0.0
15793,,,positive,0.3666666666666667,0.7000000000000001
15794,,,positive,0.1,0.4
15795,,,positive,0.5750000000000001,0.8333333333333334
15796,,,neutral,0.0,0.65
15797,,,positive,0.4,1.0
15798,,,positive,0.11249999999999999,0.5625
15799,,,neutral,0.0,0.4
15800,,,positive,0.26666666666666666,0.27499999999999997
15801,,,positive,0.3666666666666667,0.7000000000000001
15802,,,positive,0.0625,0.05
15803,,,neutral,0.0,0.0
15804,,,positive,0.18333333333333335,0.55
15805,,,negative,-0.0875,0.5875
15806,,,positive,0.25,0.3333333333333333
15807,,,positive,0.10285714285714287,0.44571428571428573
15808,,,positive,0.25,0.3333333333333333
15809,,,negative,-0.1,1.0
15810,,,positive,0.35,0.55
15811,,,positive,0.5,0.5
15812,,,positive,0.3547619047619048,0.6261904761904762
15813,,,positive,0.3666666666666667,0.7000000000000001
15814,,,positive,0.16666666666666666,0.5333333333333333
15815,,,positive,0.2333333333333333,0.6333333333333333
15816,,,neutral,0.0,0.0
15817,,,neutral,0.0,0.0
15818,,,positive,0.16666666666666666,0.19999999999999998
15819,,,positive,0.24166666666666667,0.6749999999999999
15820,,,negative,-0.012500000000000011,0.5275000000000001
15821,,,positive,1.0,1.0
15822,,,neutral,0.0,0.4
15823,,,positive,0.13333333333333333,0.5222222222222223
15824,,,positive,0.55,0.65
15825,,,neutral,0.0,0.0
15826,,,negative,-0.05,0.325
15827,,,neutral,0.0,0.0
15828,,,negative,-0.25,0.25
15829,,,positive,0.16818181818181818,0.32727272727272727
15830,,,neutral,0.0,0.0
15831,,,positive,0.3234126984126984,0.4587301587301587
15832,,,positive,0.2125,0.16666666666666666
15833,,,positive,0.2633333333333333,0.4
15834,,,positive,0.22023809523809523,0.4702380952380952
15835,,,negative,-0.15000000000000002,0.8
15836,,,positive,0.6,0.6
15837,,,positive,0.14545454545454545,0.7848484848484848
15838,,,neutral,0.0,0.0
15839,,,negative,-0.06383838383838385,0.6286868686868687
15840,,,neutral,0.0,0.1
15841,,,negative,-0.1,0.4
15842,,,neutral,0.0,0.0
15843,,,positive,0.11666666666666665,0.24444444444444446
15844,,,positive,0.21875,0.825
15845,,,positive,0.15555555555555556,0.6333333333333334
15846,,,positive,0.4333333333333333,0.7333333333333333
15847,,,neutral,0.0,0.0
15848,,,neutral,0.0,0.0
15849,,,neutral,0.0,0.0
15850,,,positive,0.26666666666666666,0.5166666666666667
15851,,,positive,0.21666666666666665,0.36666666666666664
15852,,,positive,0.5,1.0
15853,,,neutral,0.0,0.0
15854,,,positive,0.25,0.25
15855,,,negative,-0.125,1.0
15856,:D, positive,positive,0.5,0.55
15857,,,neutral,0.0,0.0
15858,,,positive,0.35833333333333334,0.4916666666666667
15859,,,positive,0.5,0.5
15860,,,positive,0.0625,0.2791666666666667
15861,,,neutral,0.0,0.35
15862,,,positive,0.18333333333333335,0.75
15863,,,negative,-0.09090909090909091,0.48863636363636365
15864,,,positive,0.058333333333333334,0.31666666666666665
15865,,,neutral,0.0,0.0
15866,,,positive,0.5,0.5
15867,,,neutral,0.0,0.0
15868,,,neutral,0.0,1.0
15869,,,negative,-0.875,1.0
15870,,,positive,0.25684523809523807,0.7464285714285714
15871,,,positive,0.1,0.3
15872,,,positive,0.2,0.2
15873,,,positive,0.10555555555555556,0.49444444444444446
15874,,,positive,0.41428571428571426,0.5
15875,,,positive,0.2875,0.41250000000000003
15876,,,positive,0.05833333333333333,0.5583333333333333
15877,,,positive,0.06666666666666665,0.5
15878,,,negative,-0.1,0.15
15879,,,negative,-0.4,0.6
15880,,,negative,-0.08333333333333333,0.3666666666666667
15881,,,positive,0.16666666666666666,0.5416666666666666
15882,,,positive,0.25,0.30000000000000004
15883,,,positive,1.0,1.0
15884,,,positive,0.4666666666666666,0.5666666666666667
15885,,,positive,0.1,1.0
15886,,,positive,0.21212121212121213,0.35151515151515156
15887,,,positive,0.046590909090909086,0.35
15888,,,positive,0.18333333333333335,0.55
15889,,,positive,0.25684523809523807,0.7464285714285714
15890,,,negative,-0.04999999999999999,0.75
15891,,,positive,0.7000000000000001,0.7999999999999999
15892,,,positive,0.13000000000000003,0.4983333333333333
15893,,,neutral,0.0,0.0
15894,,,positive,0.14444444444444446,0.41111111111111115
15895,,,neutral,0.0,0.0
15896,,,positive,0.075,0.45
15897,,,positive,0.041666666666666664,0.09999999999999999
15898,,,neutral,0.0,0.0
15899,,,positive,0.45,0.425
15900,,,positive,0.20000000000000004,0.2333333333333333
15901,,,positive,0.06818181818181818,0.6272727272727273
15902,,,neutral,0.0,0.0
15903,,,negative,-0.075,0.4
15904,,,neutral,0.0,0.0
15905,,,neutral,0.0,0.0
15906,,,neutral,0.0,0.0
15907,,,negative,-0.040000000000000015,0.6399999999999999
15908,,,neutral,0.0,0.0
15909,,,positive,0.05555555555555555,0.1111111111111111
15910,,,positive,0.15,0.8
15911,,,positive,0.5,0.5
15912,,,positive,0.5,0.975
15913,,,neutral,0.0,0.0
15914,,,positive,0.1875,0.9375
15915,,,positive,0.06666666666666667,0.10000000000000002
15916,,,positive,0.3333333333333333,0.4166666666666667
15917,,,negative,-0.3125,0.6875
15918,,,positive,0.55,0.425
15919,,,neutral,0.0,0.4
15920,,,positive,0.10714285714285714,0.38392857142857145
15921,,,positive,0.03333333333333333,0.3666666666666667
15922,,,positive,0.06,0.6575
15923,,,negative,-0.05681818181818182,0.37727272727272726
15924,,,positive,0.1875,0.9375
15925,,,neutral,0.0,0.0
15926,,,positive,0.13636363636363635,0.45454545454545453
15927,,,positive,0.8,0.75
15928,,,negative,-0.07777777777777779,0.5444444444444445
15929,,,positive,0.18916666666666668,0.2733333333333334
15930,,,neutral,0.0,0.0
15931,,,negative,-0.2,0.8
15932,,,positive,0.8,0.75
15933,,,negative,-0.00833333333333334,0.625
15934,,,neutral,0.0,0.0
15935,,,positive,0.1875,0.9375
15936,,,neutral,0.0,0.0
15937,,,neutral,0.0,0.0
15938,,,positive,0.5,0.15
15939,,,positive,0.16249999999999998,0.3875
15940,,,positive,0.18333333333333335,0.55
15941,,,negative,-0.1,0.4
15942,,,positive,0.4,0.9
15943,,,positive,0.2888888888888889,0.4333333333333334
15944,,,positive,0.4,0.9
15945,,,positive,0.06666666666666667,0.20833333333333334
15946,,,negative,-0.07777777777777778,0.48730158730158735
15947,,,neutral,0.0,0.0
15948,,,positive,0.2372448979591837,0.4443877551020408
15949,,,negative,-0.06666666666666667,0.3333333333333333
15950,,,positive,0.5181818181818182,0.6772727272727272
15951,,,positive,0.9,0.875
15952,,,positive,0.25684523809523807,0.7464285714285714
15953,,,positive,0.4000000000000001,0.9
15954,,,positive,0.30833333333333335,0.5062500000000001
15955,,,neutral,0.0,0.0
15956,,,negative,-0.01666666666666666,0.4125
15957,,,positive,0.35,0.55
15958,,,neutral,0.0,0.0
15959,,,positive,0.10714285714285714,0.32142857142857145
15960,,,positive,0.25684523809523807,0.7464285714285714
15961,,,positive,0.30833333333333335,0.6625000000000001
15962,,,positive,0.2333333333333333,0.5666666666666667
15963,,,positive,0.43333333333333335,0.6000000000000001
15964,,,positive,0.1875,0.4375
15965,,,positive,0.5,0.5
15966,,,positive,0.2652777777777778,0.5708333333333334
15967,,,positive,0.12857142857142856,0.3119047619047619
15968,,,negative,-0.08214285714285716,0.35714285714285715
15969,,,positive,0.1875,0.4375
15970,,,neutral,0.0,0.0
15971,,,positive,0.016666666666666663,0.5666666666666667
15972,,,positive,0.4,0.6
15973,,,positive,0.09523809523809525,0.4857142857142857
15974,,,positive,0.37083333333333335,0.7875000000000001
15975,,,positive,0.5,0.5
15976,,,positive,0.25,0.5
15977,,,neutral,0.0,0.0
15978,,,positive,0.2533333333333333,0.3400000000000001
15979,,,neutral,0.0,0.0
15980,,,neutral,0.0,0.5333333333333333
15981,,,positive,0.6,0.8
15982,,,positive,0.16666666666666666,0.5333333333333333
15983,,,negative,-0.18333333333333332,0.45
15984,,,negative,-0.11538461538461539,0.6307692307692307
15985,,,positive,0.39999999999999997,0.7000000000000001
15986,,,negative,-0.2,0.45
15987,,,positive,0.13333333333333333,0.3972222222222222
15988,,,positive,0.19999999999999998,0.4666666666666666
15989,,,positive,0.5,0.5
15990,,,negative,-0.15,0.4
15991,,,neutral,0.0,0.0
15992,,,positive,0.07083333333333333,0.50625
15993,,,positive,0.021428571428571432,0.2928571428571428
15994,,,positive,0.5416666666666666,0.7166666666666667
15995,,,negative,-0.325,0.5
15996,,,neutral,0.0,0.0
15997,,,negative,-0.051851851851851864,0.762962962962963
15998,,,neutral,0.0,0.0
15999,,,positive,0.2333333333333333,0.47500000000000003
16000,,,positive,0.1,0.4
16001,,,neutral,0.0,0.0
16002,,,neutral,0.0,0.0
16003,,,positive,0.2515151515151515,0.5772727272727273
16004,,,negative,-0.125,0.375
16005,,,neutral,0.0,0.0
16006,,,negative,-0.34714285714285714,0.69
16007,,,positive,0.25,0.75
16008,,,negative,-0.25,0.3
16009,,,positive,0.30000000000000004,0.44999999999999996
16010,,,neutral,0.0,0.625
16011,,,positive,0.1,0.1
16012,,,neutral,0.0,0.0
16013,,,positive,0.13636363636363635,0.45454545454545453
16014,,,positive,0.25,0.75
16015,,,positive,0.20357142857142857,0.6357142857142857
16016,,,positive,0.19999999999999998,0.3333333333333333
16017,,,positive,0.35000000000000003,0.5611111111111111
16018,,,positive,0.1875,0.9375
16019,,,positive,0.3,0.6833333333333332
16020,,,positive,0.18333333333333335,0.8500000000000001
16021,,,positive,0.35833333333333334,0.6166666666666667
16022,,,negative,-0.25,0.05
16023,,,negative,-0.10000000000000002,0.17499999999999996
16024,,,positive,0.11818181818181818,0.32727272727272727
16025,,,neutral,0.0,0.0
16026,,,positive,0.48500000000000004,0.7483333333333334
16027,,,neutral,0.0,0.0
16028,,,positive,0.3666666666666667,0.7000000000000001
16029,,,neutral,0.0,0.0
16030,,,negative,-0.2,0.3
16031,,,positive,0.25,0.3
16032,,,neutral,0.0,0.0
16033,,,positive,1.0,0.75
16034,,,positive,0.35,0.8
16035,,,positive,0.125,0.175
16036,,,positive,0.125,0.125
16037,,,positive,0.3,0.6333333333333334
16038,,,negative,-0.08928571428571429,0.14285714285714285
16039,,,neutral,0.0,0.0
16040,,,positive,0.34450757575757573,0.7261363636363637
16041,,,positive,0.48333333333333334,0.8500000000000001
16042,,,positive,0.4872727272727274,0.630909090909091
16043,,,positive,0.1875,0.9375
16044,,,positive,0.35,0.36250000000000004
16045,,,positive,0.11666666666666665,0.46333333333333326
16046,,,neutral,0.0,0.125
16047,,,positive,0.4583333333333333,0.875
16048,,,positive,0.33999999999999997,0.5700000000000001
16049,,,positive,0.5555555555555556,0.7333333333333334
16050,,,neutral,0.0,0.25
16051,,,positive,0.1,0.4
16052,,,positive,0.7,0.8500000000000001
16053,,,positive,0.2051948051948052,0.564935064935065
16054,,,positive,0.34833333333333333,0.615
16055,,,positive,0.10416666666666667,0.2833333333333333
16056,,,negative,-0.006666666666666665,0.6300000000000001
16057,,,positive,0.11212121212121212,0.3181818181818182
16058,,,positive,0.375,0.875
16059,,,positive,0.06818181818181818,0.6022727272727273
16060,,,neutral,0.0,0.0
16061,,,neutral,0.0,0.0
16062,,,positive,0.43333333333333335,0.6000000000000001
16063,,,positive,0.08,0.26999999999999996
16064,,,positive,0.1,0.4
16065,,,neutral,0.0,0.0
16066,,,positive,0.3666666666666667,0.7000000000000001
16067,,,neutral,0.0,0.0
16068,,,positive,0.21875,0.4875
16069,,,neutral,0.0,0.0
16070,,,neutral,0.0,0.0
16071,,,positive,0.09166666666666667,0.43125
16072,,,neutral,0.0,0.75
16073,,,neutral,0.0,0.0
16074,,,negative,-0.034375,0.31875
16075,,,neutral,0.0,0.5
16076,,,positive,0.0625,0.5
16077,,,positive,0.16666666666666666,0.5333333333333333
16078,,,neutral,0.0,0.0
16079,,,positive,0.03125,0.55
16080,,,positive,0.03571428571428571,0.26785714285714285
16081,,,neutral,0.0,0.3333333333333333
16082,,,positive,0.3806818181818182,0.4772727272727273
16083,,,neutral,0.0,0.0
16084,,,negative,-0.125,0.375
16085,,,neutral,0.0,0.0
16086,,,neutral,0.0,0.0
16087,,,neutral,0.0,0.0
16088,,,positive,0.3666666666666667,0.95
16089,,,positive,0.06818181818181818,0.22727272727272727
16090,,,neutral,0.0,0.0
16091,,,positive,0.13999999999999999,0.44000000000000006
16092,,,positive,0.34489795918367344,0.4835034013605442
16093,,,neutral,0.0,0.0
16094,,,positive,0.31666666666666665,0.39999999999999997
16095,,,positive,0.25,0.4625
16096,,,positive,0.25,0.4285714285714286
16097,,,positive,0.2777777777777778,0.6222222222222222
